student_name,exam,first_time,prev_exam_result,challenges_faced,prep_level,school_support,teacher_impact,fail_reason,prep_strategy,subject_failed,student_category,subjects_taken,income_bracket,year,jamb_score
Student_247,JAMB,Yes,Average,Long waiting time, ,Extra lesson,nan,Inadequate preparation,I followed a routine,Physics,Science,['English' 'Biology' 'Maths' 'Physics'],300-500,2023,250
Student_248,JAMB,Yes,nan,Anxiety, ,Strict supervision,nan,Procrastination,I followed a routine,Economics,Commercial,['English' 'Accounting' 'Economics' 'Commerce'],"500-1,000",2021,256
Student_249,JAMB,Yes,Good,No guardian/supervisor,4,Strict supervision,Negative,External issues,I attend extra classes,Chemistry,Science,['English' 'Biology' 'Physics' 'Chemistry'],0-100,2022,159
Student_250,WAEC,Yes,Bad,Subject difficulty,3,Extra lesson,Positive,Inadequate preparation,I attend extra classes,Chemistry,Science,['English' 'Biology' 'Physics' 'Chemistry'],0-100,2023,211
Student_251,WAEC,No,Bad,Lack of Finance,3,nan,nan,nan,I review my notes daily,Commerce,Commercial,['English' 'Accounting' 'Economics' 'Commerce'],100-300,2021,251
Student_252,JAMB,No,Average,Long waiting time,4,nan,Positive,Procrastination,I study with a partner,Maths,Science,['English' 'Chemistry' 'Biology' 'Maths'],100-300,2023,202
Student_253,JAMB,Yes,Bad,Time management,2,Strict supervision,nan,Poor Time management,I review my notes daily,Economics,Commercial,['English' 'Accounting' 'Economics' 'Commerce'],"1,000 Upwards ",2022,235
Student_254,JAMB and WAEC,Yes,Good,Lack of Finance,5,Extra lesson,nan,nan,I review my notes daily,Biology,Science,['English' 'Maths' 'Biology' 'Physics'],0-100,2024,158
Student_255,JAMB,No,Bad,Fear, ,Extra lesson,Positive & Negative,Lack of planning,I study with a partner,Economics,Commercial,['English' 'Economics' 'Accounting' 'Commerce'],"500-1,000",2022,250
Student_256,JAMB,No,Average,nan, ,Counseling,nan,Procrastination,I put away other commitments,Economics,Commercial,['English' 'Commerce' 'Economics' 'Accounting'],"500-1,000",2022,263
Student_257,JAMB and WAEC,Yes,nan,Technical issues,5,nan,Positive,Inadequate preparation,I focus on weak areas,Chemistry,Science,['English' 'Maths' 'Chemistry' 'Physics'],"1,000 Upwards ",2020,291
Student_258,WAEC,Yes,Good,Time management,5,Strict supervision,nan,nan,I attend extra classes,Government,Art,['English' 'CRS' 'Government' 'Literature in English'],"500-1,000",2022,266
Student_259,JAMB,Yes,Bad,nan,4,Strict supervision,Negative,Procrastination,I review my notes daily,Maths,Science,['English' 'Physics' 'Maths' 'Chemistry'],"500-1,000",2022,269
Student_260,JAMB,No,nan,nan,4,Mock exams,Positive,Poor Time management,I study with a partner,Literature in English,Art,['English' 'Government' 'Literature in English' 'History'],300-500,2022,259
Student_261,WAEC,No,Bad,Anxiety,3,Extra lesson,Positive & Negative,Poor Time management,I had many mock exams,Accounting,Commercial,['English' 'Commerce' 'Accounting' 'Economics'],0-100,2024,190
Student_262,WAEC,Yes,Average,Anxiety,2,Extra lesson,nan,Lack of planning,I had many mock exams,Government,Art,['English' 'Government' 'CRS' 'Literature in English'],0-100,2021,237
Student_263,WAEC,No,nan,Anxiety,5,nan,Positive & Negative,Procrastination,I followed a routine,Chemistry,Science,['English' 'Physics' 'Biology' 'Chemistry'],0-100,2020,150
Student_264,WAEC,Yes,Bad,Lack of Finance,2,Extra lesson,nan,External issues,I attend extra classes,CRS,Art,['English' 'CRS' 'Literature in English' 'History'],0-100,2020,219
Student_265,JAMB,No,Average,Lack of Finance,4,Extra lesson,Positive,Procrastination,I had many mock exams,CRS,Art,['English' 'CRS' 'Government' 'Literature in English'],100-300,2021,222
Student_266,JAMB,No,Good,nan,3,Accountability partners,Positive,Inadequate preparation,Used additional resources,Commerce,Commercial,['English' 'Commerce' 'Economics' 'Accounting'],300-500,2024,211
Student_267,JAMB,No,Average,Time management,5,Extra lesson,nan,Poor Time management,I focus on weak areas,Maths,Science,['English' 'Chemistry' 'Biology' 'Maths'],"500-1,000",2023,295
Student_268,JAMB,Yes,Bad,Subject difficulty,4,Counseling,nan,nan,I practice with past questions,Commerce,Commercial,['English' 'Economics' 'Commerce' 'Accounting'],300-500,2022,219
Student_269,JAMB and WAEC,Yes,Average,Time management,5,Extra lesson,nan,Lack of planning,I study with a partner,Chemistry,Science,['English' 'Maths' 'Physics' 'Chemistry'],100-300,2022,164
Student_270,JAMB and WAEC,Yes,Average,Time management,5,nan,nan,Poor Time management,I study with a partner,Commerce,Commercial,['English' 'Commerce' 'Accounting' 'Economics'],"1,000 Upwards ",2022,237
Student_271,JAMB,Yes,Good,Fear,5,Mock exams,Positive & Negative,Procrastination,I followed a routine,Government,Art,['English' 'CRS' 'Literature in English' 'Government'],300-500,2024,218
Student_272,JAMB and WAEC,No,Good,Lack of time due to chores/work, ,nan,nan,Lack of planning,I review my notes daily,Biology,Science,['English' 'Chemistry' 'Biology' 'Maths'],0-100,2022,171
Student_273,JAMB and WAEC,No,nan,Anxiety, ,Extra lesson,nan,External issues,I review my notes daily,Accounting,Commercial,['English' 'Economics' 'Commerce' 'Accounting'],100-300,2021,201
Student_274,WAEC,Yes,Bad,Lack of time due to chores/work,3,Counseling,Positive,Inadequate preparation,I had many mock exams,Government,Art,['English' 'Government' 'CRS' 'Literature in English'],0-100,2021,173
Student_275,JAMB and WAEC,Yes,Average,nan,5,Mock exams,Positive,Inadequate preparation,I had many mock exams,Physics,Science,['English' 'Physics' 'Chemistry' 'Maths'],"500-1,000",2024,296
Student_276,JAMB,Yes,Good,Fear,4,nan,nan,nan,I review my notes daily,Maths,Science,['English' 'Physics' 'Maths' 'Chemistry'],0-100,2024,200
Student_277,JAMB and WAEC,Yes,Average,Technical issues,5,Moral Support,Negative,Inadequate preparation,I review my notes daily,Literature in English,Art,['English' 'CRS' 'Literature in English' 'History'],100-300,2022,221
Student_278,JAMB and WAEC,Yes,Average,Time management,4,Moral Support,Positive,Poor Time management,I followed a routine,Government,Art,['English' 'Government' 'History' 'CRS'],100-300,2024,245
Student_279,WAEC,No,Bad,Other commitments,3,Counseling,nan,External issues,I review my notes daily,Biology,Science,['English' 'Chemistry' 'Physics' 'Biology'],0-100,2020,188
Student_280,WAEC,Yes,nan,Anxiety,4,Strict supervision,nan,nan,I practice with past questions,Accounting,Commercial,['English' 'Accounting' 'Commerce' 'Economics'],100-300,2024,218
Student_281,WAEC,Yes,nan,Anxiety,2,nan,nan,Inadequate preparation,I had many mock exams,History,Art,['English' 'CRS' 'Literature in English' 'History'],0-100,2022,176
Student_282,JAMB,Yes,Good,Anxiety,4,nan,nan,Inadequate preparation,I focus on weak areas,Physics,Science,['English' 'Chemistry' 'Physics' 'Biology'],300-500,2022,218
Student_283,JAMB,Yes,Bad,Anxiety,3,nan,nan,Procrastination,I focus on weak areas,Accounting,Commercial,['English' 'Economics' 'Commerce' 'Accounting'],"500-1,000",2022,288
Student_284,WAEC,No,Good,Lack of Finance,2,Accountability partners,nan,Procrastination,I review my notes daily,Accounting,Commercial,['English' 'Economics' 'Commerce' 'Accounting'],100-300,2020,212
Student_285,JAMB,Yes,Bad,Long waiting time,2,Mock exams,nan,Poor Time management,I review my notes daily,CRS,Art,['English' 'CRS' 'Government' 'Literature in English'],0-100,2021,187
Student_286,WAEC,Yes,Bad,Fear,5,Strict supervision,nan,nan,I followed a routine,Chemistry,Science,['English' 'Physics' 'Chemistry' 'Maths'],0-100,2020,246
Student_287,WAEC,Yes,nan,Long waiting time,3,nan,Positive & Negative,nan,I review my notes daily,Economics,Commercial,['English' 'Accounting' 'Commerce' 'Economics'],0-100,2021,229
Student_288,JAMB,Yes,Bad,Time management,2,nan,nan,Procrastination,I practice with past questions,Physics,Science,['English' 'Maths' 'Chemistry' 'Physics'],100-300,2024,170
Student_289,JAMB,Yes,Bad,Technical issues,1,Accountability partners,nan,Inadequate preparation,I followed a routine,Physics,Science,['English' 'Biology' 'Maths' 'Physics'],0-100,2021,210
Student_290,JAMB and WAEC,No,Average,Time management, ,Strict supervision,nan,Inadequate preparation,I followed a routine,Economics,Commercial,['English' 'Economics' 'Commerce' 'Accounting'],0-100,2023,177
Student_291,JAMB and WAEC,Yes,Average,Time management,4,nan,nan,Procrastination,I had many mock exams,Biology,Science,['English' 'Biology' 'Chemistry' 'Maths'],0-100,2022,216
Student_292,WAEC,No,Good,Anxiety,3,Strict supervision,nan,Lack of planning,I put away other commitments,Economics,Commercial,['English' 'Commerce' 'Economics' 'Accounting'],100-300,2021,245
Student_293,JAMB and WAEC,Yes,Average,Time management,1,Strict supervision,nan,Inadequate preparation,I put away other commitments,Physics,Science,['English' 'Maths' 'Physics' 'Chemistry'],"500-1,000",2020,236
Student_294,WAEC,No,Good,Lack of Finance, ,Mock exams,Positive,Poor Time management,I followed a routine,Physics,Science,['English' 'Chemistry' 'Maths' 'Physics'],100-300,2021,209
Student_295,JAMB,Yes,Average,Anxiety,1,Counseling,nan,Inadequate preparation,I followed a routine,Commerce,Commercial,['English' 'Commerce' 'Economics' 'Accounting'],100-300,2020,205
Student_296,JAMB and WAEC,No,Good,No guardian/supervisor,5,Mock exams,nan,Inadequate preparation,I focus on weak areas,Biology,Science,['English' 'Biology' 'Chemistry' 'Maths'],100-300,2024,195
Student_297,JAMB and WAEC,Yes,nan,No guardian/supervisor,3,Mock exams,Negative,Inadequate preparation,I attend extra classes,Chemistry,Science,['English' 'Physics' 'Chemistry' 'Maths'],"1,000 Upwards ",2024,268
Student_298,WAEC,Yes,Bad,Fear,3,Strict supervision,nan,Lack of planning,I review my notes daily,Chemistry,Science,['English' 'Chemistry' 'Biology' 'Physics'],"500-1,000",2021,273
Student_299,JAMB and WAEC,Yes,Bad,Long waiting time,4,Counseling,nan,Inadequate preparation,I focus on weak areas,Physics,Science,['English' 'Physics' 'Chemistry' 'Maths'],100-300,2021,260
Student_300,JAMB,No,Bad,Other commitments, ,Mock exams,nan,Procrastination,I followed a routine,Physics,Science,['English' 'Physics' 'Maths' 'Biology'],"500-1,000",2022,229
Student_301,JAMB and WAEC,Yes,Bad,Time management,3,nan,Positive,Inadequate preparation,I had many mock exams,Physics,Science,['English' 'Physics' 'Chemistry' 'Biology'],"1,000 Upwards ",2023,306
Student_302,JAMB,Yes,Average,Fear,5,nan,nan,Inadequate preparation,I focus on weak areas,Accounting,Commercial,['English' 'Commerce' 'Accounting' 'Economics'],300-500,2023,238
Student_303,JAMB,No,nan,Long waiting time,2,Extra lesson,Negative,Inadequate preparation,I attend extra classes,Chemistry,Science,['English' 'Physics' 'Biology' 'Chemistry'],"500-1,000",2022,246
Student_304,JAMB and WAEC,Yes,Average,Anxiety,1,Accountability partners,Positive,Procrastination,I review my notes daily,Maths,Science,['English' 'Biology' 'Physics' 'Maths'],0-100,2024,223
Student_305,JAMB,Yes,Average,Long waiting time, ,Extra lesson,Positive,Inadequate preparation,I put away other commitments,Physics,Science,['English' 'Chemistry' 'Maths' 'Physics'],100-300,2022,235
Student_306,JAMB and WAEC,Yes,Bad,nan,3,Mock exams,nan,Poor Time management,I had many mock exams,Biology,Science,['English' 'Chemistry' 'Maths' 'Biology'],"500-1,000",2024,231
Student_307,WAEC,Yes,Bad,nan,4,nan,Positive & Negative,Inadequate preparation,I study with a partner,Literature in English,Art,['English' 'Literature in English' 'History' 'CRS'],100-300,2023,213
Student_308,JAMB,Yes,nan,No guardian/supervisor,4,Mock exams,Positive,nan,I followed a routine,Government,Art,['English' 'Government' 'History' 'Literature in English'],300-500,2024,251
Student_309,JAMB,No,Average,Lack of Finance,5,Counseling,Positive,nan,I review my notes daily,CRS,Art,['English' 'Government' 'CRS' 'History'],"500-1,000",2022,276
Student_310,WAEC,Yes,Average,Long waiting time,2,Strict supervision,Positive,Inadequate preparation,I followed a routine,Maths,Science,['English' 'Chemistry' 'Maths' 'Biology'],300-500,2022,208
Student_311,JAMB and WAEC,No,nan,Fear,3,Extra lesson,Positive & Negative,External issues,I study with a partner,Accounting,Commercial,['English' 'Economics' 'Accounting' 'Commerce'],100-300,2023,247
Student_312,JAMB,No,Average,Lack of Finance,4,nan,nan,Inadequate preparation,I study with a partner,CRS,Art,['English' 'History' 'CRS' 'Literature in English'],0-100,2020,175
Student_313,JAMB,Yes,Average,Fear, ,Strict supervision,Positive,nan,I followed a routine,Accounting,Commercial,['English' 'Commerce' 'Economics' 'Accounting'],100-300,2022,222
Student_314,WAEC,Yes,Good,Long waiting time,4,nan,nan,Inadequate preparation,I study with a partner,Physics,Science,['English' 'Maths' 'Physics' 'Biology'],0-100,2020,155
Student_315,WAEC,Yes,nan,Time management,3,nan,Positive & Negative,Lack of planning,I attend extra classes,Economics,Commercial,['English' 'Accounting' 'Commerce' 'Economics'],300-500,2024,276
Student_316,JAMB,Yes,nan,Long waiting time,4,Mock exams,Positive,Poor Time management,I review my notes daily,Literature in English,Art,['English' 'History' 'CRS' 'Literature in English'],100-300,2022,239
Student_317,WAEC,Yes,Good,Fear,2,Counseling,Positive,nan,I study with a partner,Accounting,Commercial,['English' 'Economics' 'Accounting' 'Commerce'],100-300,2022,201
Student_318,WAEC,Yes,Average,Anxiety,5,Strict supervision,Negative,nan,I followed a routine,History,Art,['English' 'Government' 'History' 'CRS'],300-500,2022,262
Student_319,JAMB,Yes,Bad,Anxiety,4,Accountability partners,nan,Inadequate preparation,I put away other commitments,Biology,Science,['English' 'Biology' 'Chemistry' 'Maths'],"500-1,000",2022,224
Student_320,JAMB and WAEC,Yes,nan,Anxiety,4,nan,nan,Lack of planning,I followed a routine,Economics,Commercial,['English' 'Economics' 'Commerce' 'Accounting'],100-300,2022,247
Student_321,JAMB,No,Good,Fear,5,nan,Positive & Negative,nan,I followed a routine,Government,Art,['English' 'History' 'Government' 'Literature in English'],300-500,2020,242
Student_322,WAEC,Yes,nan,nan, ,Moral Support,nan,nan,I attend extra classes,Economics,Commercial,['English' 'Accounting' 'Commerce' 'Economics'],0-100,2020,202
Student_323,WAEC,No,Average,Time management,3,nan,nan,nan,I practice with past questions,Economics,Commercial,['English' 'Commerce' 'Economics' 'Accounting'],0-100,2023,196
Student_324,JAMB,No,Good,nan,1,nan,Negative,Poor Time management,I had many mock exams,Biology,Science,['English' 'Chemistry' 'Maths' 'Biology'],0-100,2023,206
Student_325,JAMB and WAEC,Yes,Good,Anxiety,4,nan,nan,nan,I practice with past questions,Chemistry,Science,['English' 'Maths' 'Biology' 'Chemistry'],300-500,2023,216
Student_326,JAMB,No,Good,Anxiety,2,Mock exams,nan,Poor Time management,I put away other commitments,Physics,Science,['English' 'Biology' 'Physics' 'Chemistry'],0-100,2022,209
Student_327,WAEC,No,nan,Fear, ,Strict supervision,nan,Poor Time management,I followed a routine,Physics,Science,['English' 'Physics' 'Maths' 'Chemistry'],"500-1,000",2023,261
Student_328,WAEC,Yes,Bad,Time management,1,Moral Support,Positive & Negative,External issues,I focus on weak areas,Accounting,Commercial,['English' 'Economics' 'Accounting' 'Commerce'],100-300,2021,180
Student_329,WAEC,Yes,nan,Other commitments,2,Mock exams,Positive & Negative,External issues,I attend extra classes,Economics,Commercial,['English' 'Commerce' 'Accounting' 'Economics'],"500-1,000",2020,253
Student_330,WAEC,No,Average,Long waiting time,1,Counseling,nan,nan,I followed a routine,Literature in English,Art,['English' 'CRS' 'Literature in English' 'History'],0-100,2023,150
Student_331,JAMB and WAEC,Yes,nan,Time management,3,Extra lesson,nan,Procrastination,I review my notes daily,Government,Art,['English' 'Government' 'History' 'CRS'],100-300,2024,214
Student_332,JAMB and WAEC,No,nan,No guardian/supervisor,4,nan,nan,nan,I followed a routine,Economics,Commercial,['English' 'Accounting' 'Economics' 'Commerce'],"1,000 Upwards ",2020,265
Student_333,JAMB,Yes,Bad,Anxiety,5,Mock exams,Positive,nan,I attend extra classes,Literature in English,Art,['English' 'Government' 'CRS' 'Literature in English'],100-300,2022,206
Student_334,WAEC,Yes,Average,Lack of Finance, ,Strict supervision,Negative,nan,I followed a routine,Commerce,Commercial,['English' 'Accounting' 'Economics' 'Commerce'],0-100,2024,163
Student_335,JAMB,No,Average,Lack of Finance,3,nan,nan,Lack of planning,I followed a routine,Economics,Commercial,['English' 'Commerce' 'Accounting' 'Economics'],"500-1,000",2022,256
Student_336,JAMB and WAEC,Yes,nan,Fear,3,Mock exams,nan,Inadequate preparation,I put away other commitments,Physics,Science,['English' 'Maths' 'Chemistry' 'Physics'],0-100,2021,185
Student_337,WAEC,No,Average,Long waiting time,4,Mock exams,nan,Inadequate preparation,I followed a routine,Literature in English,Art,['English' 'Literature in English' 'CRS' 'Government'],100-300,2021,213
Student_338,JAMB,Yes,Average,Long waiting time,4,Strict supervision,nan,External issues,I attend extra classes,Literature in English,Art,['English' 'Literature in English' 'CRS' 'History'],100-300,2022,184
Student_339,WAEC,Yes,Good,Fear,5,Strict supervision,nan,Procrastination,I attend extra classes,Biology,Science,['English' 'Maths' 'Biology' 'Chemistry'],"500-1,000",2022,296
Student_340,JAMB,No,Good,Time management,4,Moral Support,nan,nan,I had many mock exams,Commerce,Commercial,['English' 'Commerce' 'Accounting' 'Economics'],0-100,2024,198
Student_341,JAMB,Yes,nan,Time management,1,Extra lesson,Positive & Negative,Lack of planning,I had many mock exams,Physics,Science,['English' 'Physics' 'Biology' 'Chemistry'],300-500,2021,276
Student_342,WAEC,Yes,Average,Lack of Finance,5,Moral Support,Positive,Procrastination,I practice with past questions,Physics,Science,['English' 'Biology' 'Chemistry' 'Physics'],100-300,2023,224
Student_343,JAMB and WAEC,No,Bad,Subject difficulty,5,Strict supervision,Negative,Inadequate preparation,I focus on weak areas,Literature in English,Art,['English' 'History' 'Literature in English' 'Government'],100-300,2021,262
Student_344,WAEC,Yes,Average,Time management,5,Mock exams,Positive & Negative,Inadequate preparation,I attend extra classes,Economics,Commercial,['English' 'Accounting' 'Commerce' 'Economics'],"500-1,000",2023,308
Student_345,WAEC,Yes,Good,nan,3,Counseling,Negative,Poor Time management,I had many mock exams,Chemistry,Science,['English' 'Physics' 'Maths' 'Chemistry'],0-100,2020,224
Student_346,JAMB,Yes,Good,Fear,3,Moral Support,Negative,nan,I focus on weak areas,Physics,Science,['English' 'Chemistry' 'Physics' 'Maths'],0-100,2021,243
Student_347,WAEC,Yes,Average,Fear, ,Strict supervision,Positive,Inadequate preparation,I had many mock exams,CRS,Art,['English' 'Literature in English' 'CRS' 'History'],0-100,2023,202
Student_348,WAEC,No,nan,Time management,4,Strict supervision,Positive,Inadequate preparation,I followed a routine,Chemistry,Science,['English' 'Biology' 'Maths' 'Chemistry'],"500-1,000",2022,268
Student_349,JAMB and WAEC,No,Good,nan,4,Moral Support,nan,External issues,Used additional resources,Chemistry,Science,['English' 'Chemistry' 'Physics' 'Maths'],0-100,2022,166
Student_350,JAMB and WAEC,Yes,Bad,Lack of Finance,4,nan,Negative,Procrastination,I followed a routine,Maths,Science,['English' 'Chemistry' 'Biology' 'Maths'],"500-1,000",2023,241
Student_351,JAMB,Yes,nan,nan,2,nan,Negative,Poor Time management,I review my notes daily,Literature in English,Art,['English' 'History' 'Literature in English' 'CRS'],0-100,2023,150
Student_352,JAMB,Yes,Average,Fear, ,Moral Support,Positive,nan,Used additional resources,Chemistry,Science,['English' 'Biology' 'Maths' 'Chemistry'],"500-1,000",2021,265
Student_353,JAMB and WAEC,No,Bad,nan,2,Extra lesson,nan,Inadequate preparation,I study with a partner,Government,Art,['English' 'Literature in English' 'Government' 'History'],0-100,2022,176
Student_354,WAEC,Yes,Bad,Fear,4,Mock exams,Positive,Inadequate preparation,I review my notes daily,Commerce,Commercial,['English' 'Economics' 'Commerce' 'Accounting'],"1,000 Upwards ",2022,313
Student_355,JAMB,No,nan,Anxiety,3,Mock exams,Positive,Procrastination,I study with a partner,CRS,Art,['English' 'CRS' 'History' 'Literature in English'],100-300,2022,235
Student_356,JAMB and WAEC,No,Good,Time management,4,Extra lesson,Negative,Poor Time management,I review my notes daily,CRS,Art,['English' 'Literature in English' 'History' 'CRS'],0-100,2024,154
Student_357,JAMB,Yes,Bad,Time management,3,nan,nan,External issues,I review my notes daily,Chemistry,Science,['English' 'Maths' 'Physics' 'Chemistry'],0-100,2022,207
Student_358,WAEC,Yes,Bad,Time management,3,Strict supervision,Negative,nan,I study with a partner,Accounting,Commercial,['English' 'Commerce' 'Accounting' 'Economics'],0-100,2021,194
Student_359,WAEC,No,nan,Time management,4,Extra lesson,nan,External issues,I review my notes daily,Government,Art,['English' 'Government' 'Literature in English' 'History'],100-300,2021,184
Student_360,WAEC,Yes,Average,Other commitments,4,Accountability partners,Positive & Negative,Lack of planning,Used additional resources,Biology,Science,['English' 'Biology' 'Physics' 'Chemistry'],300-500,2021,280
Student_361,JAMB,Yes,Average,Subject difficulty,3,Mock exams,Positive & Negative,nan,I had many mock exams,Chemistry,Science,['English' 'Maths' 'Chemistry' 'Biology'],100-300,2023,183
Student_362,JAMB and WAEC,Yes,Good,Lack of time due to chores/work, ,Strict supervision,nan,Inadequate preparation,I practice with past questions,Accounting,Commercial,['English' 'Accounting' 'Commerce' 'Economics'],0-100,2022,163
Student_363,WAEC,Yes,nan,Time management,3,Mock exams,nan,Poor Time management,I had many mock exams,Biology,Science,['English' 'Physics' 'Biology' 'Maths'],0-100,2022,150
Student_364,JAMB,No,nan,No guardian/supervisor,3,Moral Support,Positive & Negative,External issues,I practice with past questions,Biology,Science,['English' 'Biology' 'Maths' 'Physics'],300-500,2020,267
Student_365,WAEC,No,Good,Time management,4,Counseling,Positive,Inadequate preparation,I attend extra classes,Physics,Science,['English' 'Physics' 'Chemistry' 'Maths'],100-300,2024,245
Student_366,WAEC,Yes,Bad,Anxiety,3,Strict supervision,nan,nan,I followed a routine,Physics,Science,['English' 'Chemistry' 'Physics' 'Maths'],100-300,2024,245
Student_367,JAMB and WAEC,Yes,Average,Technical issues,4,nan,Positive,Inadequate preparation,I focus on weak areas,Physics,Science,['English' 'Chemistry' 'Physics' 'Biology'],"500-1,000",2024,241
Student_368,JAMB,Yes,Average,Fear,1,nan,nan,nan,Used additional resources,Literature in English,Art,['English' 'History' 'Literature in English' 'CRS'],100-300,2022,187
Student_369,JAMB,No,nan,Long waiting time,3,Mock exams,Positive & Negative,Poor Time management,I study with a partner,Commerce,Commercial,['English' 'Commerce' 'Economics' 'Accounting'],100-300,2024,232
Student_370,JAMB,Yes,nan,Fear,3,Mock exams,Negative,Inadequate preparation,I followed a routine,Physics,Science,['English' 'Maths' 'Biology' 'Physics'],"500-1,000",2022,248
Student_371,JAMB and WAEC,Yes,Bad,Fear,5,Extra lesson,Negative,External issues,I review my notes daily,Accounting,Commercial,['English' 'Accounting' 'Economics' 'Commerce'],0-100,2020,222
Student_372,WAEC,No,Bad,Other commitments, ,nan,nan,Poor Time management,I had many mock exams,Literature in English,Art,['English' 'CRS' 'Literature in English' 'History'],0-100,2023,166
Student_373,JAMB,Yes,Average,Anxiety, ,nan,nan,nan,I followed a routine,Chemistry,Science,['English' 'Chemistry' 'Biology' 'Maths'],"1,000 Upwards ",2022,320
Student_374,JAMB,No,nan,nan,3,Mock exams,nan,Inadequate preparation,I followed a routine,Commerce,Commercial,['English' 'Commerce' 'Accounting' 'Economics'],100-300,2023,192
Student_375,JAMB and WAEC,Yes,Good,Long waiting time,3,Strict supervision,nan,nan,I followed a routine,Economics,Commercial,['English' 'Commerce' 'Economics' 'Accounting'],0-100,2022,184
Student_376,JAMB,No,Bad,nan,3,nan,Positive,Poor Time management,I practice with past questions,Literature in English,Art,['English' 'Literature in English' 'Government' 'CRS'],"1,000 Upwards ",2024,235
Student_377,JAMB and WAEC,Yes,Average,Long waiting time,3,nan,nan,nan,I review my notes daily,CRS,Art,['English' 'History' 'CRS' 'Literature in English'],300-500,2022,217
Student_378,JAMB and WAEC,Yes,nan,Subject difficulty,4,Accountability partners,nan,Procrastination,I had many mock exams,Maths,Science,['English' 'Chemistry' 'Biology' 'Maths'],300-500,2021,244
Student_379,JAMB and WAEC,No,Bad,Fear,4,Extra lesson,nan,Procrastination,Used additional resources,Literature in English,Art,['English' 'Literature in English' 'History' 'CRS'],100-300,2021,208
Student_380,JAMB,Yes,Bad,Long waiting time,3,Moral Support,Positive,Poor Time management,I had many mock exams,Biology,Science,['English' 'Biology' 'Chemistry' 'Maths'],100-300,2024,244
Student_381,WAEC,No,Bad,Anxiety,2,nan,nan,Lack of planning,I review my notes daily,Accounting,Commercial,['English' 'Accounting' 'Economics' 'Commerce'],"500-1,000",2021,242
Student_382,JAMB,Yes,Bad,Technical issues,3,Strict supervision,nan,nan,I review my notes daily,Physics,Science,['English' 'Physics' 'Chemistry' 'Maths'],"1,000 Upwards ",2023,247
Student_383,JAMB,No,Bad,No guardian/supervisor, ,nan,nan,External issues,I review my notes daily,Maths,Science,['English' 'Maths' 'Chemistry' 'Biology'],300-500,2022,219
Student_384,JAMB and WAEC,No,Average,Time management,5,Counseling,nan,nan,I review my notes daily,CRS,Art,['English' 'History' 'Government' 'CRS'],100-300,2023,199
Student_385,JAMB and WAEC,Yes,Bad,Other commitments,3,Mock exams,nan,Inadequate preparation,I study with a partner,Maths,Science,['English' 'Maths' 'Physics' 'Chemistry'],100-300,2020,203
Student_386,JAMB,No,Average,nan,5,Extra lesson,nan,Procrastination,I followed a routine,History,Art,['English' 'Literature in English' 'Government' 'History'],0-100,2023,173
Student_387,WAEC,Yes,Good,Time management,2,Mock exams,nan,Inadequate preparation,I followed a routine,Biology,Science,['English' 'Biology' 'Physics' 'Chemistry'],300-500,2021,233
Student_388,JAMB,Yes,nan,Fear,2,Extra lesson,Positive & Negative,Poor Time management,I review my notes daily,History,Art,['English' 'History' 'Government' 'Literature in English'],300-500,2022,262
Student_389,JAMB and WAEC,Yes,Bad,No guardian/supervisor,5,nan,Positive & Negative,nan,I followed a routine,Chemistry,Science,['English' 'Chemistry' 'Biology' 'Physics'],300-500,2024,255
Student_390,JAMB and WAEC,Yes,Good,Time management,5,Mock exams,nan,Procrastination,I review my notes daily,History,Art,['English' 'History' 'Government' 'Literature in English'],"1,000 Upwards ",2021,279
Student_391,WAEC,Yes,Bad,Fear,1,Counseling,nan,Poor Time management,I had many mock exams,CRS,Art,['English' 'History' 'CRS' 'Literature in English'],0-100,2023,231
Student_392,JAMB and WAEC,Yes,Bad,Long waiting time,2,Counseling,Positive,Inadequate preparation,I had many mock exams,History,Art,['English' 'Government' 'CRS' 'History'],100-300,2023,223
Student_393,JAMB and WAEC,No,Bad,Anxiety, ,Mock exams,Positive,Poor Time management,I followed a routine,Maths,Science,['English' 'Physics' 'Chemistry' 'Maths'],100-300,2024,233
Student_394,JAMB and WAEC,No,Average,Time management,4,nan,nan,Lack of planning,I review my notes daily,Chemistry,Science,['English' 'Biology' 'Chemistry' 'Maths'],0-100,2022,206
Student_395,WAEC,Yes,Average,Time management,4,Extra lesson,nan,Poor Time management,I focus on weak areas,Economics,Commercial,['English' 'Economics' 'Accounting' 'Commerce'],"500-1,000",2022,297
Student_396,JAMB and WAEC,Yes,Bad,Technical issues,5,nan,Positive,Inadequate preparation,I focus on weak areas,Commerce,Commercial,['English' 'Commerce' 'Accounting' 'Economics'],"500-1,000",2021,236
Student_397,JAMB,No,nan,Long waiting time,3,nan,Negative,Poor Time management,I had many mock exams,Chemistry,Science,['English' 'Chemistry' 'Biology' 'Maths'],100-300,2020,273
Student_398,JAMB,No,Average,Anxiety,3,Strict supervision,nan,Lack of planning,I attend extra classes,Maths,Science,['English' 'Chemistry' 'Maths' 'Biology'],100-300,2020,248
Student_399,WAEC,No,Good,nan,3,Strict supervision,nan,Procrastination,I followed a routine,Accounting,Commercial,['English' 'Economics' 'Commerce' 'Accounting'],100-300,2020,229
